business_name,street_address,st_num,st_name,city,zip_code,area_code,exchange_code,line_number
Jack in the Box,100 E Holt Ave,100,E Holt Ave,Pomona,91767,818,880,9253
Subway,100 W Broadway,100,W Broadway,Long Beach,90802,323,795,0135
Yoshinoya Beef Bowl,100 W Colorado Blvd,100,W Colorado Blvd,Glendale,91204,323,564,9934
Jack in the Box,100 W Duarte Rd,100,W Duarte Rd,Monrovia,91016,661,273,8261
McDonald's,1000 E 4th St,1000,E 4th St,Long Beach,90802,661,948,4119
Subway,1000 E Washington Blvd,1000,E Washington Blvd,Los Angeles,90021,310,609,3303
Pizza Hut,1000 N La Brea Ave,1000,N La Brea Ave,Inglewood,90302,818,509,9555
Jack in the Box,1000 W Rosecrans Ave,1000,W Rosecrans Ave,Gardena,90247,323,233,4440
Jack in the Box,1000 W Slauson Ave,1000,W Slauson Ave,Los Angeles,90044,626,279,7549
Melo Burgers,10003 S Inglewood Ave,10003,S Inglewood Ave,Inglewood,90304,310,672,3164
Master Burger,1001 S Broadway,1001,S Broadway,Los Angeles,90015,323,734,8021
Pizza Hut,1001 W Century Blvd,1001,W Century Blvd,Los Angeles,90044,909,465,9200
Carl's Jr,1001 W Martin Luther King Jr Blvd,1001,W Martin Luther King Jr Blvd,Los Angeles,90037,818,994,2056
Tam's Burgers,10023 S Figueroa St,10023,S Figueroa St,Los Angeles,90003,323,418,0951
Yoshinoya Beef Bowl,10025 Hawthorne Blvd,10025,Hawthorne Blvd,Inglewood,90304,310,516,7863
Jack in the Box,10037 Lakewood Blvd,10037,Lakewood Blvd,Downey,90240,562,695,5651
Yoshinoya Beef Bowl,1004 W Slauson Ave,1004,W Slauson Ave,Los Angeles,90044,323,931,9972
El Pollo Loco,1006 W Arrow Hwy,1006,W Arrow Hwy,San Dimas,91773,310,444,0010
Domino's Pizza,1007 E Avenue J,1007,E Avenue J,Lancaster,93535,818,347,6600
Popeyes Chicken,1008 Long Beach Blvd,1008,Long Beach Blvd,Long Beach,90813,818,438,5202
Yoshinoya Beef Bowl,101 E Carson St,101,E Carson St,Carson,90745,626,442,4277
El Pollo Loco,101 E Compton Blvd,101,E Compton Blvd,Compton,90220,562,422,5050
El Pollo Loco,101 E Manchester Blvd,101,E Manchester Blvd,Los Angeles,90003,310,834,1000
Jack in the Box,1010 W Pacific Coast Hwy,1010,W Pacific Coast Hwy,Wilmington,90744,323,820,1865
Subway,1013 S Alvarado St,1013,S Alvarado St,Los Angeles,90006,310,675,4070
Pizza Hut,1014 W Martin Luther King Jr Blvd,1014,W Martin Luther King Jr Blvd,Los Angeles,90037,310,219,3000
Subway,1018 N Vermont Ave,1018,N Vermont Ave,Los Angeles,90029,562,698,7545
Watts Burgers,1023 S Central Ave,1023,S Central Ave,Los Angeles,90002,323,437,6636
Pizza Hut,10231 Reseda Blvd,10231,Reseda Blvd,Northridge,91324,818,241,1900
Louisiana Famous Fried Chicken,1030 W Martin Luther King Jr Blvd,1030,Martin Luther King Jr Blvd,Los Angeles,90037,323,296,8859
Subway,10301 Artesia Blvd,10301,Artesia Blvd,Bellflower,90706,818,838,3532
Jack in the Box,10307 S Central Ave,10307,S Central Ave,Los Angeles,90002,909,595,9856
Subway,10317 S Avalon Blvd,10317,S Avalon Blvd,Los Angeles,90003,626,851,9200
Subway,1032 Martin Luther King Jr Blvd,1032,Martin Luther King Jr Blvd,Los Angeles,90037,626,303,2320
Pizza Hut,10365 Laurel Canyon Blvd,10365,Laurel Canyon Blvd,Pacoima,91331,661,513,0600
Carl's Jr,10409 Whittier Blvd,10409,Whittier Blvd,Whittier,90606,818,368,5177
Subway,1042 E Avenue J,1042,E Avenue J,Lancaster,93535,213,765,9579
Louisiana Famous Fried Chicken,1043 E Avenue J,1043,E Avenue J,Lancaster,93535,562,234,3513
City Hall Market/Restaurant,1043 S Palos Verdes,1043,S Palos Verdes,San Pedro,90731,562,650,2548
Jack in the Box,1052 N Grand Ave,1052,N Grand Ave,Covina,91724,310,518,3025
Kimbob & Ketta's Louisiana Snoballs,10522 S Vermont Ave,10522,S Vermont Ave,Los Angeles,90044,323,754,0737
Subway,10533 Garvey Ave,10533,Garvey Ave,El Monte,91733,323,661,3800
Yoshinoya Beef Bowl,10534 Garvey Ave,10534,Garvey Ave,El Monte,91733,310,527,6060
Dickey's Barbecue Pit,1056 W Avenue K,1056,W Avenue K,Lancaster,93534,310,868,1444
Kentucky Fried Chicken,1057 N Grand Ave,1057,N Grand Ave,Covina,91724,323,758,3544
Subway,10597 W Pico Blvd,10597,W Pico Blvd,Los Angeles,90064,310,543,2444
El Pollo Loco,106 S Grand Ave,106,S Grand Ave,Covina,91724,213,383,3351
Subway,10610 Ventura Blvd,10610,Ventura Blvd,Studio City,91604,818,291,0805
Del Taco,10644 Alondra Blvd,10644,Alondra Blvd,Norwalk,90650,310,371,0167
El Pollo Loco,10651 Balboa Blvd,10651,Balboa Blvd,Granada Hills,91344,818,995,7361
Domino's Pizza,10652 Riverside Dr,10652,Riverside Dr,North Hollywood,91602,626,912,1130
Subway,10680 Balboa Blvd,10680,Balboa Blvd,Granada Hills,91344,323,954,7129
Jack in the Box,10699 E Valley Blvd,10699,E Valley Blvd,El Monte,91731,562,929,0132
Denny's,10700 Jefferson Blvd,10700,Jefferson Blvd,Culver City,90230,562,908,2390
Jack in the Box,10701 Venice Blvd,10701,Venice Blvd,Los Angeles,90034,909,595,1414
Pizza Hut,10719 Sepulveda Blvd,10719,Sepulveda Blvd,Mission Hills,91345,310,329,9100
Express Burger,10727 S Central Ave,10727,S Central Ave,Los Angeles,90059,323,566,1626
Domino's Pizza,1073 N Hacienda Blvd,1073,N Hacienda Blvd,La Puente,91744,818,759,0000
La Pizza Loca,10731 Hawthorne Blvd,10731,Hawthorne Blvd,Inglewood,90304,818,503,0600
Yoshinoya Beef Bowl,1075 N Western Ave,1075,N Western Ave,Los Angeles,90038,909,591,3183
Chabelita's Restaurant,10767 San Fernando Rd,10767,San Fernando Rd,Pacoima,91331,818,359,1514
Pizza Hut,10780 Jefferson Ave,10780,Jefferson Ave,Culver City,90230,562,863,4466
Jack in the Box,108 N Garfield Ave,108,N Garfield Ave,Montebello,90640,909,629,6539
Domino's Pizza,10807 Beverly Blvd,10807,Beverly Blvd,Whittier,90601,310,544,1445
Hungry Boy Burgers,10810 Norwalk Blvd,10810,Norwalk Blvd,Santa Fe Springs,90670,562,944,1552
Vallarta Supermarket,10859 Oxnard St,10859,Oxnard St,North Hollywood,91606,818,509,2932
Kentucky Fried Chicken,10865 Sepulveda Blvd,10865,Sepulveda Blvd,Mission Hills,91345,562,926,1914
Jack in the Box,1090 Foothill Blvd,1090,Foothill Blvd,La Verne,91750,818,365,1916
Kentucky Fried Chicken,10905 Imperial Hwy,10905,Imperial Hwy,Norwalk,90650,562,633,9125
Subway,10921 Atlantic Ave,10921,Atlantic Ave,Lynwood,90262,323,939,2792
Kentucky Fried Chicken,10937 Alondra Blvd,10937,Alondra Blvd,Norwalk,90650,562,466,0060
Subway,10942 Magnolia Blvd,10942,Magnolia Blvd,North Hollywood,91601,310,536,9527
El Pollo Loco,10944-46 Magnolia Blvd,10944,Magnolia Blvd,North Hollywood,91601,626,913,2928
Domino's Pizza,10948 E Imperial Hwy,10948,E Imperial Hwy,Norwalk,90650,661,265,0955
Vallarta Supermarket,10950 Sherman Way,10950,Sherman Way,Burbank,91505,661,974,7002
Subway,1096 Rosecrans Ave,1096,Rosecrans Ave,Gardena,90247,310,764,1771
RC Burgers,10961 Firestone Blvd,10961,Firestone Blvd,Norwalk,90650,562,929,4699
Jack in the Box,10967 Santa Monica Blvd,10967,Santa Monica Blvd,Los Angeles,90025,562,868,5677
Subway,10970 Sherman Way,10970,Sherman Way,Burbank,91505,323,735,6962
Fatburger & Buffalo's Express,10970 Sherman Way,10970,Sherman Way,Burbank,91505,818,565,5656
Jack in the Box,1099 W Artesia Blvd,1099,W Artesia Blvd,Gardena,90247,909,620,5896
Subway,110 N Brand Blvd,110,N Brand Blvd,Glendale,91203,323,221,5200
Pizza Hut,11006 E Rosecrans Ave,11006,E Rosecrans Ave,Norwalk,90650,562,591,2333
Baby Brother Pizza,11007 Lower Azusa Rd,11007,Lower Azusa Rd,El Monte,91731,626,350,6100
Jack in the Box,11010 W Pico Blvd,11010,W Pico Blvd,Los Angeles,90064,562,408,4951
Subway,11050 Prairie Ave,11050,Prairie Ave,Inglewood,90301,310,329,8458
Playa Las Tunas Restaurant,1107 S Alvarado St,1107,S Alvarado St,Los Angeles,90006,213,365,8504
Jack in the Box,111 E 223rd St,111,E 223rd St,Carson,90745,562,941,6480
Jack in the Box,111 E 223rd St,111,E 223rd St,Carson,90747,310,835,5308
El Pollo Loco,111 E Carson St,111,E Carson St,Carson,90745,562,531,0476
Subway,11100 Sepulveda Blvd,11100,Sepulveda Blvd,Mission Hills,91345,562,599,3900
LA Harbor College Campus Cafeteria,1111 Figueroa Pl,1111,Figueroa Pl,Wilmington,90744,310,233,4051
Subway,1111 N Fairfax Ave,1111,N Fairfax Ave,West Hollywood,90046,562,804,7212
Subway,1111 W Pacific Coast Hwy,1111,W Pacific Coast Hwy,Harbor City,90710,310,674,7827
Good Day Donuts & Mini Mart,11110 Sepulveda Blvd,11110,Sepulveda Blvd,Mission Hills,91345,818,365,7409
Pizza Hut,11115 Crenshaw Blvd,11115,Crenshaw Blvd,Inglewood,90303,626,962,8300
El Pollo Loco,11118 Long Beach Blvd,11118,Long Beach Blvd,Lynwood,90262,661,265,1615
Subway,11123 Long Beach Blvd,11123,Long Beach Blvd,Lynwood,90262,818,677,2669
Pizza Hut,11146 Palms Ave,11146,Palms Ave,Los Angeles,90034,323,771,4000
Jack in the Box,11201 Long Beach Blvd,11201,Long Beach Blvd,Lynwood,90262,562,806,7031
Jack in the Box,11216 Tampa Ave,11216,Tampa Ave,Northridge,91326,310,538,3149
Subway,11220 Laurel Canyon Blvd,11220,Laurel Canyon Blvd,Mission Hills,91345,323,299,7991
Carl's Jr,11224 S Western Ave,11224,S Western Ave,Los Angeles,90047,818,781,6101
Carl's Jr,1124 W Glenoaks Blvd,1124,W Glenoaks Blvd,Glendale,91202,818,764,5888
Doublz,11242 Washington Blvd,11242,Washington Blvd,Whittier,90606,323,887,7111
El Pollo Loco,1125 Truman St,1125,Truman St,San Fernando,91340,323,751,1556
Jack in the Box,1127 W Manchester Blvd,1127,W Manchester Blvd,Inglewood,90301,323,564,7156
Subway,11275 Santa Monica Blvd,11275,Santa Monica Blvd,Los Angeles,90025,310,327,3736
Kentucky Fried Chicken,1128 Huntington Dr,1128,Huntington Dr,Duarte,91010,310,835,0012
Cypress Best Burger,1130 E Walnut St,1130,E Walnut St,Pasadena,91106,626,644,4058
Subway,1130 Peck Rd,1130,Peck Rd,South El Monte,91733,353,301,9601
Yoshinoya Beef Bowl,1130 S Glendora Ave,1130,S Glendora Ave,West Covina,91790,213,627,7649
Jack in the Box,11303 Washington Blvd,11303,Washington Blvd,Whittier,90606,310,212,0967
Jack in the Box,11306 Crenshaw Blvd,11306,Crenshaw Blvd,Inglewood,90303,562,633,6232
Jack in the Box,1131 Colorado Blvd,1131,Colorado Blvd,Glendale,91205,310,390,2891
A & T Burgers,11318 Avalon Blvd,11318,Avalon Blvd,Los Angeles,90061,323,754,0709
El Pollo Loco,11331 Hawthorne Blvd,11331,Hawthorne Blvd,Inglewood,90304,626,338,7026
Subway,11335 Thienes Ave,11335,Thienes Ave,South El Monte,90733,562,212,1450
Subway,11335 Thienes Ave,11335,Thienes Ave,South El Monte,91733,562,531,9909
Subway,11341 Moorpark St,11341,Moorpark St,North Hollywood,91602,818,244,0411
Jack in the Box,1135 N Mission Rd,1135,N Mission Rd,Los Angeles,90033,310,830,2621
Jack in the Box,11353 Firestone Blvd,11353,Firestone Blvd,Norwalk,90650,818,956,0470
Panda Express,1139 E Colorado Blvd,1139,E Colorado Blvd,Glendale,91205,626,683,9968
Subway,1139 S Hill St,1139,S Hill St,Los Angeles,90015,626,279,1860
Jack in the Box,11390 Atlantic Blvd,11390,Atlantic Blvd,Lynwood,90262,323,771,9439
Domino's Pizza,11391 Long Beach Blvd,11391,Long Beach Blvd,Lynwood,90262,213,746,9999
Wing Stop,114 N Gaffey St,114,N Gaffey St,San Pedro,90731,626,536,2733
Jack in the Box,11400 S Figueroa St,11400,S Figueroa St,Los Angeles,90061,310,532,3528
El Pollo Loco,1141 W Pacific Coast Hwy,1141,W Pacific Coast Hwy,Harbor City,90710,323,757,8229
Jack in the Box,11442 Telegraph Rd,11442,Telegraph Rd,Santa Fe Springs,90670,562,439,6798
Kentucky Fried Chicken,1148 W Manchester Ave,1148,W Manchester Ave,Los Angeles,90044,818,882,1160
Jack in the Box,115 N Central Ave,115,N Central Ave,Compton,90220,818,887,9339
El Pollo Loco,1150 W Alameda St,1150,W Alameda St,Burbank,91506,818,786,2516
Popeyes Chicken,1150 W Rosecrans Ave,1150,W Rosecrans Ave,Gardena,90247,323,294,8116
Jack in the Box,11501 E Carson St,11501,E Carson St,Lakewood,90715,323,525,0868
Michael's Super Burgers,11506 Slauson Ave,11506,Slauson Ave,Whittier,90606,562,699,8783
Carl's Jr,11509 Laurel Canyon Blvd,11509,Laurel Canyon Blvd,San Fernando,91340,818,360,6125
Kentucky Fried Chicken,11523 Hawthorne Blvd,11523,Hawthorne Blvd,Hawthorne,90250,562,599,2547
Yoshinoya Beef Bowl,11536 Telegraph Rd,11536,Telegraph Rd,Santa Fe Springs,90670,626,858,0801
Pizza Hut,11550 Whittier Blvd,11550,Whittier Blvd,Whittier,90601,562,864,5226
Domino's Pizza,1158 E 7th St,1158,E 7th St,Long Beach,90813,626,448,3030
Tam's Burgers,1158 E Anaheim St,1158,E Anaheim St,Long Beach,90813,562,591,5951
Jack in the Box,1159 S Hacienda Blvd,1159,S Hacienda Blvd,Hacienda Heights,91745,818,957,1963
Dickey's Barbecue Pit,116 E Compton Blvd,116,E Compton Blvd,Compton,90220,661,949,8888
Subway,1160 E 7th St,1160,E 7th St,Long Beach,90802,310,412,2720
El Pollo Loco,11601 Carson St,11601,Carson St,Lakewood,90715,626,339,7337
Everytable,11601 Wilshire Blvd,11601,Wilshire Blvd,Los Angeles,90049,323,426,2820
Hawkins House of Burgers,11603 Slater St,11603,Slater St,Los Angeles,90059,323,563,1129
El Pollo Loco,11624 Washington Blvd,11624,Washington Blvd,Whittier,90606,323,464,0860
Subway,11657 Sherman Way,11657,Sherman Way,North Hollywood,91605,818,953,2972
Tam's Burgers,11700 Rosecrans Ave,11700,Rosecrans Ave,Norwalk,90650,562,864,3373
Pizza Hut,1171 E Market St,1171,E Market St,Long Beach,90805,562,699,4000
Pizza Hut,11710 Wilmington Ave,11710,Wilmington Ave,Los Angeles,90059,626,912,9292
Subway,11729 Imperial Hwy,11729,Imperial Hwy,Norwalk,90650,626,967,4040
Pizza Hut,1173 W Carson St,1173,W Carson St,Torrance,90502,909,593,2000
Rally's Hamburger,11750 E Imperial Hwy,11750,E Imperial Hwy,Norwalk,90650,562,807,0036
Jack in the Box,11780 Ramona Blvd,11780,Ramona Blvd,El Monte,91732,310,831,3509
Subway,11782 Firestone Blvd,11782,Firestone Blvd,Norwalk,90650,626,967,4249
JN's Original BBQ Pit House,1180 N White Ave,1180,N White Ave,Pomona,91768,909,623,7206
McDonald's,11800 Wilmington Ave,11800,Wilmington Ave,Los Angeles,90059,323,722,5535
Subway,11808 Hawthorne Blvd,11808,Hawthorne Blvd,Hawthorne,90250,562,531,4947
Subway,11812 Wilmington Ave,11812,Wilmington Ave,Los Angeles,90059,562,218,4444
Subway,11819 Wilshire Blvd,11819,Wilshire Blvd,Los Angeles,90025,323,721,8200
Kentucky Fried Chicken,11864 Wilmington Ave,11864,Wilmington Ave,Los Angeles,90059,661,272,2883
El Pollo Loco,11870 Santa Monica Blvd,11870,Santa Monica Blvd,Los Angeles,90025,562,35,9227
Subway,11878 Balboa Blvd,11878,Balboa Blvd,Granada Hills,91344,562,864,5242
Denny's,11891 E Whittier Blvd,11891,E Whittier Blvd,Whittier,90601,310,559,5351
Jack in the Box,1190 E Pacific Coast Hwy,1190,E Pacific Coast Hwy,Long Beach,90806,323,834,0199
Carl's Jr,1190 W Foothill Blvd,1190,W Foothill Blvd,Azusa,91702,323,724,5488
Pizza Hut,11910 E Garvey Ave,11910,E Garvey Ave,El Monte,91732,661,273,5877
Subway,11916 Aviation Blvd,11916,Aviation Blvd,Inglewood,90304,562,860,5544
El Pollo Loco,11928 Garvey Ave,11928,Garvey Ave,El Monte,91732,818,846,4022
Subway,1195 W Foothill Blvd,1195,W Foothill Blvd,Azusa,91702,562,866,4415
Subway,11990 Garvey Ave,11990,Garvey Ave,El Monte,91732,562,498,8884
Subway,120 N San Gabriel Blvd,120,N San Gabriel Blvd,San Gabriel,91775,310,885,3200
Pizza Hut,1200 E 4th St,1200,E 4th St,Long Beach,90802,661,285,9595
Burger King,1200 E Colorado St,1200,E Colorado St,Glendale,91205,213,748,2821
McDonald's,1200 W Ave K,1200,W Ave K,Lancaster,93534,661,945,8615
Jack in the Box,1200 W Glenoaks Blvd,1200,W Glenoaks Blvd,Glendale,91201,562,943,2834
El Pollo Loco,1200 W Manchester Blvd,1200,W Manchester Blvd,Inglewood,90301,323,588,5009
Taco Pete,12007 S Central Ave,12007,S Central Ave,Los Angeles,90059,323,569,5164
Yoshinoya Beef Bowl,1201 S Soto St,1201,S Soto St,Los Angeles,90023,818,361,0122
Burger King,1202 Firestone Blvd,1202,Firestone Blvd,Los Angeles,90002,213,507,4153
Burger King,1202 W Avenue I,1202,W Avenue I,Lancaster,93534,323,754,1373
Kentucky Fried Chicken,12044 Roscoe Blvd,12044,Roscoe Blvd,North Hollywood,91605,661,251,6035
Subway,1205 W 3rd St,1205,W 3rd St,Los Angeles,90017,562,984,5355
Valentino's Pizza,12050 Centralia Rd,12050,Centralia Rd,Hawaiian Gardens,90716,562,860,1102
Jack in the Box,12060 Rosecrans Ave,12060,Rosecrans Ave,Norwalk,90650,626,810,7963
Subway,1209 S Soto St,1209,S Soto St,Los Angeles,90023,562,804,0696
Pizza Hut,121 E Foothill Blvd,121,E Foothill Blvd,Arcadia,91006,310,635,5900
Subway,1210 W Avenue K,1210,W Avenue K,Lancaster,93534,562,634,2469
BBQ Express,12100 Valley Blvd,12100,Valley Blvd,El Monte,91732,626,444,6227
El Pollo Loco,1212 E Huntington Dr,1212,E Huntington Dr,Duarte,91010,818,773,9603
El Pollo Loco,1212 N Bellflower Blvd,1212,N Bellflower Blvd,Long Beach,90815,818,765,7603
Pizza Hut,1212 N San Fernando Rd,1212,N San Fernando Rd,Burbank,91504,310,978,8100
Pizza Hut,12125 Imperial Hwy,12125,Imperial Hwy,Norwalk,90650,323,560,5500
Yoshinoya Beef Bowl,1215 N San Fernando Blvd,1215,N San Fernando Blvd,Burbank,91504,213,748,1908
Bravo Burger,1215 N White Ave,1215,N White Ave,Pomona,91768,909,622,0855
Jack in the Box,12150 Carson St,12150,Carson St,Hawaiian Gardens,90716,661,947,2729
Subway,1219 N Grand Ave,1219,N Grand Ave,Walnut,91789,323,800,7691
Subway,1219 N Grand Ave,1219,N Grand Ave,Walnut,91789,818,837,4690
Pizza Hut,1219 N Atlantic Blvd,1219,N Atlantic Blvd,Alhambra,91801,818,769,2400
Bobo's Hamburger,1220 E Firestone Blvd,1220,E Firestone Blvd,Los Angeles,90001,323,582,9978
El Pollo Loco,1220 S Diamond Bar Blvd,1220,S Diamond Bar Blvd,Diamond Bar,91765,323,981,9196
Pizza Hut,12203 Hawthorne Blvd,12203,Hawthorne Blvd,Hawthorne,90250,310,320,1590
Pizza Hut,12217 Santa Monica Blvd,12217,Santa Monica Blvd,Los Angeles,90025,951,427,8013
Pizza Hut,12218 La Mirada Blvd,12218,La Mirada Blvd,La Mirada,90638,626,339,5000
Domino's Pizza,12237 Santa Monica Blvd,12237,Santa Monica Blvd,Los Angeles,90025,818,841,3337
Pizza Hut,1224 S Atlantic Blvd,1224,S Atlantic Blvd,Alhambra,91801,562,809,8811
El Pollo Loco,1224 S Soto St,1224,S Soto St,Los Angeles,90023,310,677,7182
Subway,1225 Huntington Dr,1225,Huntington Dr,Duarte,91010,323,521,1957
El Pollo Loco,123 E Holt Blvd,123,E Holt Blvd,Pomona,91767,310,644,1956
Subway,12301 Imperial Hwy,12301,Imperial Hwy,Norwalk,90650,213,250,2345
Carl's Jr,1231 Avenida Cesar Chavez,1231,Avenida Cesar Chavez,Monterey Park,91754,626,452,0587
Jack in the Box,1231 Whittier Blvd,1231,Whittier Blvd,La Habra,90631,310,522,5696
Subway,1233 W Rancho Vista Blvd,1233,W Rancho Vista Blvd,Palmdale,93551,310,558,4222
Subway,1234 Wilshire Blvd,1234,Wilshire Blvd,Los Angeles,90017,562,461,0171
Carl's Jr,12358 Washington Blvd,12358,Washington Blvd,Whittier,90606,626,330,7118
Subway,124 E Magnolia Blvd,124,E Magnolia Blvd,Burbank,91502,661,265,1690
Jack in the Box,12403 Washington Pl,12403,Washington Pl,Los Angeles,90066,323,737,0452
Pizza Hut,1241 S Grand Ave,1241,S Grand Ave,Diamond Bar,91765,310,419,4900
Jack in the Box,1243 N Highland Ave,1243,N Highland Ave,Los Angeles,90038,818,909,0066
Kentucky Fried Chicken,1244 S La Brea Ave,1244,S La Brea Ave,Los Angeles,90019,818,767,2025
Domino's Pizza,1244 W Glenoaks Blvd,1244,W Glenoaks Blvd,Glendale,91502,562,945,7691
Pizza Hut,12447 Victory Blvd,12447,Victory Blvd,North Hollywood,91606,323,467,4466
Jack in the Box,1245 N Grand Ave,1245,N Grand Ave,Walnut,91789,323,751,5074
El Pollo Loco,12453 Burbank Blvd,12453,Burbank Blvd,North Hollywood,91607,562,862,7575
El Pollo Loco,12453 Lankershim Blvd,12453,Lankershim Blvd,North Hollywood,91606,323,564,5042
Subway,12464 Venice Blvd,12464,Venice Blvd,Los Angeles,90066,562,864,8333
Subway,1251 E Olympic Blvd,1251,E Olympic Blvd,Los Angeles,90021,562,408,1297
Subway,12548 Washington Blvd,12548,Washington Blvd,Whittier,90602,661,947,1410
Yoshinoya Beef Bowl,12555 Alondra Dr,12555,Alondra Dr,Norwalk,90650,323,217,2188
Jack in the Box,126 N Azusa Ave,126,N Azusa Ave,Azusa,91746,909,628,5010
Kentucky Fried Chicken,126 S Vermont Ave,126,S Vermont Ave,Los Angeles,90004,310,373,1222
El Pollo Loco,1260 N Vine St,1260,N Vine St,Los Angeles,90028,310,390,8097
El Pollo Loco,1260 N Vine St,1260,N Vine St,Los Angeles,90038,310,838,8803
Pizza Hut,12602 Del Amo Blvd,12602,Del Amo Blvd,Lakewood,90715,661,298,4000
Jack in the Box,12603 Norwalk Blvd,12603,Norwalk Blvd,Norwalk,90650,714,856,9382
Subway,12608 Del Amo Blvd,12608,Del Amo Blvd,Lakewood,90715,213,221,1286
Pizza Hut,1261 S Central Ave,1261,S Central Ave,Glendale,91204,562,866,3000
El Pollo Loco,12643 Sherman Way,12643,Sherman Way,North Hollywood,91605,323,660,7900
Carl's Jr,12653 Sherman Way,12653,Sherman Way,North Hollywood,91605,626,919,1725
Popeyes Chicken,12659 Glenoaks Blvd,12659,Glenoaks Blvd,Sylmar,91342,818,367,5110
Yoshinoya Beef Bowl,1269 N Grand Ave,1269,N Grand Ave,Walnut,91789,818,787,0533
Pizza Hut,1269 N Lake Ave,1269,N Lake Ave,Pasadena,91104,562,422,1313
Subway,1270 S La Cienega Blvd,1270,S La Cienega Blvd,Los Angeles,90035,626,458,5543
Jack in the Box,12735 S Main St,12735,S Main St,Los Angeles,90061,310,212,0972
Burger King,12736 S Avalon Blvd,12736,S Avalon Blvd,Los Angeles,90061,562,498,6331
Pizza Hut,12737 Glenoaks Blvd,12737,Glenoaks Blvd,Sylmar,91342,562,438,6161
Wing Stop,12745 Van Nuys Blvd,12745,Van Nuys Blvd,Pacoima,91331,818,897,9464
Pizza Hut,1275 S La Brea Ave,1275,S La Brea Ave,Inglewood,90301,818,898,3737
Subway,12770-B Hawthorne Blvd,12770,Hawthorne Blvd,Hawthorne,90250,562,810,2535
Burger King,12781 Van Nuys Blvd,12781,Van Nuys Blvd,Pacoima,91331,323,721,1981
Wing Stop,1279 N Lake Ave,1279,N Lake Ave,Pasadena,91004,951,284,7404
Bonnie B's Smokin BBQ,1280 N Lake Ave,1280,N Lake Ave,Pasadena,91104,626,794,0132
El Pollo Loco,12800 Avalon Blvd,12800,Avalon Blvd,Los Angeles,90061,213,413,1811
Rally's Hamburger,12812 S Hawthorne Blvd,12812,S Hawthorne Blvd,Hawthorne,90250,323,299,8510
Fabulous Grill,12829 Crenshaw Blvd,12829,Crenshaw Blvd,Hawthorne,90250,310,830,3580
Yoshinoya Beef Bowl,12850 Sherman Way,12850,Sherman Way,North Hollywood,91605,562,272,4531
Burger King,12853 Victory Blvd,12853,Victory Blvd,North Hollywood,91606,213,674,7762
Jack in the Box,12900 Sherman Way,12900,Sherman Way,North Hollywood,91605,626,331,8301
Domino's Pizza,12901 Sherman Way,12901,Sherman Way,North Hollywood,91605,323,888,1555
Yoshinoya Beef Bowl,12902 Foothill Blvd,12902,Foothill Blvd,Sylmar,91342,213,483,2455
El Pollo Loco,12930 Foothill Blvd,12930,Foothill Blvd,San Fernando,91342,909,596,3206
Kentucky Fried Chicken,12959 Rosecrans Ave,12959,Rosecrans Ave,Norwalk,90650,562,498,0446
Pacific Dining - East LA College,1301 Avenida Cesar Chavez,1301,Avenida Cesar Chavez,Monterey Park,91754,323,265,8650
Subway,1301 E Rosecrans Ave,1301,E Rosecrans Ave,Compton,90221,909,621,6840
Carl's Jr,1302 Huntington Dr,1302,Huntington Dr,Duarte,91010,626,303,6319
Wendy's,1305 N Vermont Ave,1305,N Vermont Ave,Los Angeles,90027,818,882,1530
Vallarta Supermarket,13051 Victory Blvd,13051,Victory Blvd,North Hollywood,91606,818,781,9007
Subway,1307 Long Beach Blvd,1307,Long Beach Blvd,Long Beach,90813,323,566,1722
McDonald's,131 E Palmdale Blvd,131,E Palmdale Blvd,Palmdale,93550,323,564,3448
Kentucky Fried Chicken,13106 Whittier Blvd,13106,Whittier Blvd,Whittier,90602,213,748,5632
Dino's Burgers,13128 Inglewood Ave,13128,Inglewood Ave,Hawthorne,90250,310,219,4098
Carl's Jr,13151 Crossroads Pkwy S,13151,Crossroads Pkwy S,City of Industry,91746,818,243,4084
Subway,132 W Anaheim St,132,W Anaheim St,Wilmington,90744,213,386,5222
Fantasy Burgers,1320 E South St,1320,E South St,Long Beach,90805,562,422,2313
Dino's Charbroiled Burgers,13200 Valley Blvd,13200,Valley Blvd,La Puente,91746,626,968,2713
Del Taco,13204 Imperial Hwy,13204,Imperial Hwy,Santa Fe Springs,90670,626,965,4500
Domino's Pizza,13205 Whittier Blvd,13205,Whittier Blvd,Whittier,90602,562,437,4868
Subway,133 S Hacienda Blvd,133,S Hacienda Blvd,City of Industry,91745,310,763,8000
Lucy's Bakery,1330 W Washington Blvd,1330,W Washington Blvd,Los Angeles,90007,213,747,8919
Subway,13345 Telegraph Rd,13345,Telegraph Rd,Santa Fe Springs,90605,661,274,1355
Waba Grill,1335 Long Beach Blvd,1335,Long Beach Blvd,Long Beach,90803,909,397,4226
Jack in the Box,1335 N Dudley St,1335,N Dudley St,Pomona,91766,323,585,2125
Jack in the Box,1335 S Soto St,1335,S Soto St,Los Angeles,90023,310,522,0725
Jack in the Box,1335 S Soto St,1335,S Soto St,Los Angeles,90063,626,303,0695
LA Mission College,13356 Eldridge Ave,13356,Eldridge Ave,Sylmar,91342,818,364,7772
El Pollo Loco,13357 Riverside Dr,13357,Riverside Dr,Sherman Oaks,91423,626,965,8119
